source_url,text_content
https://quotes.toscrape.com/tag/humor/,“Anyone who thinks sitting in church can make you a Christian must also think that sitting in a garage can make you a car.”
https://quotes.toscrape.com/tag/humor/,byGarrison Keillor(about)
https://quotes.toscrape.com/tag/humor/,“Beauty is in the eye of the beholder and it may be necessary from time to time to give a stupid or misinformed beholder a black eye.”
https://quotes.toscrape.com/tag/humor/,“All you need is love. But a little chocolate now and then doesn't hurt.”
https://quotes.toscrape.com/tag/humor/,byCharles M. Schulz(about)
https://quotes.toscrape.com/tag/humor/,"“Remember, we're madly in love, so it's all right to kiss me anytime you feel like it.”"
https://quotes.toscrape.com/tag/humor/,bySuzanne Collins(about)
https://quotes.toscrape.com/tag/humor/,“Some people never go crazy. What truly horrible lives they must lead.”
https://quotes.toscrape.com/tag/humor/,byCharles Bukowski(about)
https://quotes.toscrape.com/tag/humor/,"“The trouble with having an open mind, of course, is that people will insist on coming along and trying to put things in it.”"
https://quotes.toscrape.com/tag/humor/,byTerry Pratchett(about)
https://quotes.toscrape.com/tag/humor/,"“Think left and think right and think low and think high. Oh, the thinks you can think up if only you try!”"
https://quotes.toscrape.com/tag/humor/,“The reason I talk to myself is because I’m the only one whose answers I accept.”
https://quotes.toscrape.com/tag/humor/,byGeorge Carlin(about)
https://quotes.toscrape.com/tag/humor/,Quotes by:GoodReads.com
https://quotes.toscrape.com/scroll,“The world as we have created it is a process of our thinking. It cannot be changed without changing our thinking.”
https://quotes.toscrape.com/scroll,"“It is our choices, Harry, that show what we truly are, far more than our abilities.”"
https://quotes.toscrape.com/scroll,“There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle.”
https://quotes.toscrape.com/scroll,"“The person, be it gentleman or lady, who has not pleasure in a good novel, must be intolerably stupid.”"
https://quotes.toscrape.com/scroll,"“Imperfection is beauty, madness is genius and it's better to be absolutely ridiculous than absolutely boring.”"
https://quotes.toscrape.com/scroll,“Try not to become a man of success. Rather become a man of value.”
https://quotes.toscrape.com/scroll,“It is better to be hated for what you are than to be loved for what you are not.”
https://quotes.toscrape.com/scroll,"“I have not failed. I've just found 10,000 ways that won't work.”"
https://quotes.toscrape.com/scroll,“A woman is like a tea bag; you never know how strong it is until it's in hot water.”
https://quotes.toscrape.com/scroll,"“A day without sunshine is like, you know, night.”"
https://quotes.toscrape.com/scroll,Quotes by:GoodReads.com
https://toscrape.com/,Afictional bookstorethat desperately wants to be scraped. It's a safe place for beginners learning web scraping and for developers validating their scraping technologies as well. Available at:books.toscrape.com
https://toscrape.com/,"A websitethat lists quotes from famous people. It has many endpoints showing the quotes in many different ways, each of them including new scraping challenges for you, as described below."
https://www.scrapethissite.com/pages/,Countries of the World: A Simple Example
https://www.scrapethissite.com/pages/,A single page that lists information about all the countries in the world. Good for those just get started with web scraping.
https://www.scrapethissite.com/pages/,"Hockey Teams: Forms, Searching and Pagination"
https://www.scrapethissite.com/pages/,Browse through a database of NHL team stats since 1990. Practice building a scraper that handles common website interface components.
https://www.scrapethissite.com/pages/,Oscar Winning Films: AJAX and Javascript
https://www.scrapethissite.com/pages/,Click through a bunch of great films. Learn how content is added to the page asynchronously with Javascript and how you can scrape it.
https://www.scrapethissite.com/pages/,Turtles All the Way Down: Frames & iFrames
https://www.scrapethissite.com/pages/,Some older sites might still use frames to break up thier pages. Modern ones might be using iFrames to expose data. Learn about turtles as you scrape content inside frames.
https://www.scrapethissite.com/pages/,Advanced Topics: Real World Challenges You'll Encounter
https://www.scrapethissite.com/pages/,"Scraping real websites, you're likely run into a number of common gotchas. Get practice with spoofing headers, handling logins & session cookies, finding CSRF tokens, and other common network errors."
https://web-scraping.dev/,A realistic e-commerce testing platform for web scraping developers
https://web-scraping.dev/,"Practice web scraping with19 realistic scenarioscovering pagination, authentication,
        GraphQL APIs, CSRF protection, and more. Safe, legal, and designed for learning."
https://web-scraping.dev/,Scraping Scenarios20 Challenges
https://web-scraping.dev/,"Real-world web patterns you'll encounter in production scraping projects.
      Each scenario is tagged with difficulty level and includes working code examples."
https://web-scraping.dev/,Static PagingBeginner
https://web-scraping.dev/,HTML-based server-side item paging where each page is it's own URL.
https://web-scraping.dev/,Endless Scroll PagingIntermediate
https://web-scraping.dev/,Dynamic client side paging where new items appear as user scrolls.
https://web-scraping.dev/,Secret API tokenIntermediate
https://web-scraping.dev/,The testimonial paging shows how X-Secret-Token is used to lock access to hidden APIs.
https://web-scraping.dev/,Endless Button PagingIntermediate
https://web-scraping.dev/,Dynamic client side paging where new items appear as presses Load More button.
https://web-scraping.dev/,Graphql Background RequestsAdvanced
https://web-scraping.dev/,Data loaded using javascript through a backend graphql API.
https://web-scraping.dev/,Forced New Tab LinksBeginner
https://web-scraping.dev/,The review policy and code of conduct links use different techniques to force opening links in a new tab.
https://web-scraping.dev/,Product HTML MarkupBeginner
https://web-scraping.dev/,Basic e-commerce product structure and css class based markup.
https://web-scraping.dev/,Hidden Web DataIntermediate
https://web-scraping.dev/,"Product review data is hidden in HTML as json, then loaded to HTML on page load."
https://web-scraping.dev/,Local StorageIntermediate
https://web-scraping.dev/,The cart system is powered by local storage to demo client-side website state store (alternative to cookies).
https://web-scraping.dev/,CSRF Token LocksAdvanced
https://web-scraping.dev/,The Load More reviews action uses a X-CSRF-Token header to block cross-site access.
https://web-scraping.dev/,Cookies Based LoginIntermediate
https://web-scraping.dev/,User authentication based on form request and cookies.
https://web-scraping.dev/,Iframe LoginIntermediate
https://web-scraping.dev/,Login form embedded in an iframe - a common pattern for SSO widgets and third-party auth that requires frame-aware scraping.
https://web-scraping.dev/,PDF DownloadsIntermediate
https://web-scraping.dev/,The login page features link and js based file download triggers.
https://web-scraping.dev/,Cookie info modal pop up that blocks the entire screen
https://web-scraping.dev/,Example Block PageBeginner
https://web-scraping.dev/,Valid 200-status response that redirects to block notification.
https://web-scraping.dev/,Blocking Redirect for Invalid RefererAdvanced
https://web-scraping.dev/,The credentials page is only accessed with valid Referer otherwise redirects to blocked. So this page can only be accessed by clicking link on /login.
https://web-scraping.dev/,Persistent Cookie-Based blockingAdvanced
https://web-scraping.dev/,Using cookies to mark blocked clients for persistent blocking.
https://web-scraping.dev/,Form File Attachment DownloadIntermediate
https://web-scraping.dev/,Form submission that triggers a file download with Content-Disposition attachment header in a new tab.
https://web-scraping.dev/,AI Content ObfuscationIntermediate
https://web-scraping.dev/,Extract clean cipher text from AI-obfuscated content using invisible Unicode characters that confuse LLMs and AI scrapers.
https://web-scraping.dev/,Challenge + File DownloadAdvanced
https://web-scraping.dev/,Simulates challenge bypass (like Cloudflare Turnstile) that triggers a file download with 403 status. Tests ASP shield bypass + attachment handling.
https://web-scraping.dev/,Bad EncodingIntermediate
https://web-scraping.dev/,"Pages with mismatched Content-Type charset headers: Cyrillic, German, Chinese content with wrong encoding declarations."
https://web-scraping.dev/,Antibot ChallengeBeginner
https://web-scraping.dev/,Simple antibot_easy protection that blocks direct access. Can you figure out how to get past it?
https://web-scraping.dev/,Best Web Scraping API
https://web-scraping.dev/,Add/challenge-downloadpage for testing challenge bypass + file download scenarios (like Cloudflare Turnstile leading to attachment download with 403 status)
https://web-scraping.dev/,Add/challenge-download/interactivevariant for interactive challenge (requires click)
https://web-scraping.dev/,Add/challenge-download/filedirect download endpoint with configurable status code and file type
https://web-scraping.dev/,Add query paramsrelative_url=trueto render page with relative URL instead of absolute
https://web-scraping.dev/,Add vertical/horizontal table on/product/npages
https://web-scraping.dev/,Add breadcrumb navigation on/product/npages where urls are always relative
https://web-scraping.dev/,Change/loginpage to not prefilled and not show cookie pop up by default though the behavior is still available through url flagscookiesandprefill
https://web-scraping.dev/,Add testimonial summary widget to/testimonials
https://web-scraping.dev/,Add similar products widget to/product/npages
https://web-scraping.dev/,Add/sitemap.xmland/robots.txtendpoints
https://web-scraping.dev/,Add PDF download link and js powered button to the/loginpage
https://web-scraping.dev/,Add/blockedpage which emulates redirect to 200 status block page. This endpoint also supports?persisturl parameter flag for persisting blocking through ablocked=truecookie.
https://web-scraping.dev/,Add/credentialspage (linked on/login) which redirects to/blockedifRefererheader is not set tohttps://web-scraping.dev/login
https://web-scraping.dev/,Add Graphql endpoint to/api/graphql
https://web-scraping.dev/,Add product reviews objects and relay type paging to graphql
https://web-scraping.dev/,Add/reviewspage which uses graphql relay type paging
https://web-scraping.dev/,Adddata-testidmarkup to/reviewsto simulate a common automated web test markup that is ideal for scraping parsing
https://web-scraping.dev/,"Add target=_blank pages and window.open(url, ""_blank"") urls to/reviewsthat simulate a common pattern of forcing links to open in a new page"
https://web-scraping.dev/,Change header requirement for /api/reviews to require onlyx-csrf-tokenheader (secret-csrf-token-123)
https://web-scraping.dev/,Change header requirement for /api/testimonials to require onlyrefererheader (https://web-scraping.dev/testimonials)
https://web-scraping.dev/,Add cookie popup modal to /login
https://web-scraping.dev/,Add cart system: see cart preview button at the top and the /cart endpoint; enable add to cart button on products. Carts are purely JS and are used to demo Local Storage
https://web-scraping.dev/,Add header requirements to /api/reviews for Referer and X-Csrf-Token to demo header locking
https://web-scraping.dev/,"Add multiple product request api through post to /api/products with multiple id values, e.g. {""id"": [1,2,3,4]}"
https://web-scraping.dev/,"Improve styling, especially for mobile"
https://web-scraping.dev/,"Improve openapi docs with examples, default values and more info (/docs)"
https://pythonscraping.com/pages/page3.html,"We haven't figured out how to make online shopping carts yet, but you can send us a check to:123 Main St.Abuja, NigeriaWe will then send your totally amazing gift, pronto! Please include an extra $5.00 for gift wrapping."
https://pythonscraping.com/pages/page3.html,Now with super-colorful bell peppers!
https://pythonscraping.com/pages/page3.html,8 entire dolls per set! Octuple the presents!
https://pythonscraping.com/pages/page3.html,Also hand-painted by trained monkeys!
https://pythonscraping.com/pages/page3.html,Or maybe he's only resting?
https://pythonscraping.com/pages/page3.html,Keep your friends guessing!
https://example.com/,This domain is for use in documentation examples without needing permission. Avoid use in operations.
https://www.wikipedia.org/,WikipediaL’encyclopédie libre
https://www.wikipedia.org/,Wikipedia25 ans de l'encyclopédie libre
https://www.wikipedia.org/,Découvrez des surprises d’anniversaire sur Wikipédia
https://www.wikipedia.org/,Lire Wikipédia dans votre langue
https://www.wikipedia.org/,Sinugboanong Binisaya
https://www.wikipedia.org/,Қазақша/Qazaqşa/قازاقشا
https://www.wikipedia.org/,Srpskohrvatski / Српскохрватски
https://www.wikipedia.org/,Беларуская (тарашкевіца)
https://www.wikipedia.org/,বিষ্ণুপ্রিয়া মণিপুরী
https://www.wikipedia.org/,Mìng-dĕ̤ng-ngṳ̄ / 閩東語
https://www.wikipedia.org/,Chavacano de Zamboanga
https://www.wikipedia.org/,Словѣ́ньскъ / ⰔⰎⰑⰂⰡⰐⰠⰔⰍⰟ
https://www.wikipedia.org/,Vous pouvez soutenir notre travail avec un don.
https://www.wikipedia.org/,"Enregistrez vos articles favoris pour les lire hors connexion, synchroniser vos listes de lecture entre les appareils et personnaliser votre expérience de lecture avec l’application officielle Wikipédia."
https://www.wikipedia.org/,Photos et autres médias librement utilisables
https://www.wikipedia.org/,Guide de voyage gratuit
https://www.wikipedia.org/,Le dictionnaire libre
https://www.wikipedia.org/,Textes pédagogiques libres
https://www.wikipedia.org/,Base de connaissance libre
https://www.wikipedia.org/,Ressources pédagogiques libres
https://www.wikipedia.org/,Collection de citations libres
https://www.wikipedia.org/,Application wiki libre et ouverte
https://www.wikipedia.org/,Bibliothèque libre de droit
https://www.wikipedia.org/,Répertoire libre des espèces
https://www.wikipedia.org/,Free function library
https://www.wikipedia.org/,Coordination et documentation de la communauté
https://www.wikipedia.org/,Cette page est disponible sous lalicence Creative Commons Attribution-Partage dans les mêmes conditions.Conditions d’utilisationPolitique de confidentialité
https://www.python.org/about/help/,Notice:This page displays a fallback because interactive scripts did not run. Possible causes include disabled JavaScript or failure to load scripts or stylesheets.
https://www.python.org/about/help/,SocializeLinkedInMastodonChat on IRCTwitter
https://www.python.org/about/help/,Sign InSign Up / RegisterSign In
https://www.python.org/about/help/,Sign InSign Up / RegisterSign In
https://www.python.org/about/help/,AboutApplicationsQuotesGetting StartedHelpPython Brochure
https://www.python.org/about/help/,DownloadsAll releasesSource codeWindowsmacOSAndroidOther PlatformsLicenseAlternative Implementations
https://www.python.org/about/help/,Alternative Implementations
https://www.python.org/about/help/,DocumentationDocsAudio/Visual TalksBeginner's GuideFAQNon-English DocsPEP IndexPython BooksPython Essays
https://www.python.org/about/help/,CommunityDiversityMailing ListsIRCForumsPSF Annual Impact ReportPython ConferencesSpecial Interest GroupsPython LogoPython WikiCode of ConductCommunity AwardsGet InvolvedShared Stories
https://www.python.org/about/help/,PSF Annual Impact Report
https://www.python.org/about/help/,Special Interest Groups
https://www.python.org/about/help/,Success StoriesArtsBusinessEducationEngineeringGovernmentScientificSoftware Development
https://www.python.org/about/help/,NewsPython NewsPSF NewsletterPSF NewsPyCon US NewsNews from the Community
https://www.python.org/about/help/,News from the Community
https://www.python.org/about/help/,EventsPython EventsUser Group EventsPython Events ArchiveUser Group Events ArchiveSubmit an Event
https://www.python.org/about/help/,Python Events Archive
https://www.python.org/about/help/,User Group Events Archive
https://www.python.org/about/help/,New to programming and to Python?
https://www.python.org/about/help/,Check out theBeginner's Guide.
https://www.python.org/about/help/,Read the standardtutorial.
https://www.python.org/about/help/,Look for a suitable book froma growing list of titles.
https://www.python.org/about/help/,See thedownload pagefor links to the Python interpreter.
https://www.python.org/about/help/,Explore thedevelopment repository.
https://www.python.org/about/help/,Got a Python problem or question?
https://www.python.org/about/help/,"First check thePython FAQs, with answers to many common,
general Python questions."
https://www.python.org/about/help/,ThePython Help category of the discuss.python.org websitehosts usage questions and answers from the Python community.
https://www.python.org/about/help/,Thetutor listoffers interactive help.
https://www.python.org/about/help/,"If the tutor list isn't your cup of tea, there are manyother mailing lists and newsgroups."
https://www.python.org/about/help/,Stack Overflowhas manyPython questions and answers.
https://www.python.org/about/help/,You can post questions and ask for general advice about your code at ther/LearnPythonsubreddit.
https://www.python.org/about/help/,"If you suspect a bug in the Python core, search thePython Bug Tracker."
https://www.python.org/about/help/,"If you think you've found a security vulnerability in Python, please readthe instructions for reporting security issues."
https://www.python.org/about/help/,"If you've found a problem with this web site, check thepythondotorg issue tracker."
https://www.python.org/about/help/,Looking for a particular Python module or application?
https://www.python.org/about/help/,"Try thePython Package Indexto browse and search an
extensive list of registered packages."
https://www.python.org/about/help/,"To report a bug in the Python core, use thePython Bug Tracker."
https://www.python.org/about/help/,"To report a problem with this web site, use thepythondotorg issue tracker."
https://www.python.org/about/help/,"To contribute a bug fix or other patch to the Python
core, see thePython Developer's Guide."
https://www.python.org/about/help/,"To contribute to the officialPython documentation, use theIssue Trackerto contribute a documentation patch.  See
also the guide toHelping with Documentation."
https://www.python.org/about/help/,"To contribute to the official Python website, see theAbout the Python Web Sitepage or read thedeveloper guide on Read the Docs."
https://www.python.org/about/help/,"To announce your module or application to the Python community,
usecomp.lang.python.announce(or via
email,python-announce@python.org,
if you lack news access).  More info:the announcements newsgroup
description"
https://www.python.org/about/help/,Need to contact the Python Software Foundation?
https://www.python.org/about/help/,"Contactpsf@python.organd let us
know how we can help!"
https://www.python.org/about/help/,Problems with this website?
https://www.python.org/about/help/,"If you're having issues with python.org itself, contactwebmaster@python.organd let us
know how we can help!"
https://www.python.org/about/help/,"If you have a question not answered here, pleasereach out on discuss.python.org."
https://www.python.org/about/help/,The Python Software Foundation is the organization behind Python. Become a member of the PSF and help advance the software and our mission.
https://www.python.org/about/help/,AboutApplicationsQuotesGetting StartedHelpPython Brochure
https://www.python.org/about/help/,DownloadsAll releasesSource codeWindowsmacOSAndroidOther PlatformsLicenseAlternative Implementations
https://www.python.org/about/help/,Alternative Implementations
https://www.python.org/about/help/,DocumentationDocsAudio/Visual TalksBeginner's GuideFAQNon-English DocsPEP IndexPython BooksPython Essays
https://www.python.org/about/help/,CommunityDiversityMailing ListsIRCForumsPSF Annual Impact ReportPython ConferencesSpecial Interest GroupsPython LogoPython WikiCode of ConductCommunity AwardsGet InvolvedShared Stories
https://www.python.org/about/help/,PSF Annual Impact Report
https://www.python.org/about/help/,Special Interest Groups
https://www.python.org/about/help/,Success StoriesArtsBusinessEducationEngineeringGovernmentScientificSoftware Development
https://www.python.org/about/help/,NewsPython NewsPSF NewsletterPSF NewsPyCon US NewsNews from the Community
https://www.python.org/about/help/,News from the Community
https://www.python.org/about/help/,EventsPython EventsUser Group EventsPython Events ArchiveUser Group Events ArchiveSubmit an Event
https://www.python.org/about/help/,Python Events Archive
https://www.python.org/about/help/,User Group Events Archive
https://www.python.org/about/help/,ContributingDeveloper's GuideIssue Trackerpython-dev listCore MentorshipReport a Security Issue
https://www.python.org/about/help/,Report a Security Issue
https://www.python.org/about/help/,Copyright ©2001-2026.Python Software FoundationLegal StatementsPrivacy Notice
https://www.python.org/about/help/,Copyright ©2001-2026.
https://www.python.org/about/help/,Python Software Foundation
https://httpbin.org/html,Herman Melville - Moby-Dick
https://httpbin.org/html,"Availing himself of the mild, summer-cool weather that now reigned in these latitudes, and in preparation for the peculiarly active pursuits shortly to be anticipated, Perth, the begrimed, blistered old blacksmith, had not removed his portable forge to the hold again, after concluding his contributory work for Ahab's leg, but still retained it on deck, fast lashed to ringbolts by the foremast; being now almost incessantly invoked by the headsmen, and harpooneers, and bowsmen to do some little job for them; altering, or repairing, or new shaping their various weapons and boat furniture. Often he would be surrounded by an eager circle, all waiting to be served; holding boat-spades, pike-heads, harpoons, and lances, and jealously watching his every sooty movement, as he toiled. Nevertheless, this old man's was a patient hammer wielded by a patient arm. No murmur, no impatience, no petulance did come from him. Silent, slow, and solemn; bowing over still further his chronically broken back, he toiled away, as if toil were life itself, and the heavy beating of his hammer the heavy beating of his heart. And so it was.—Most miserable! A peculiar walk in this old man, a certain slight but painful appearing yawing in his gait, had at an early period of the voyage excited the curiosity of the mariners. And to the importunity of their persisted questionings he had finally given in; and so it came to pass that every one now knew the shameful story of his wretched fate. Belated, and not innocently, one bitter winter's midnight, on the road running between two country towns, the blacksmith half-stupidly felt the deadly numbness stealing over him, and sought refuge in a leaning, dilapidated barn. The issue was, the loss of the extremities of both feet. Out of this revelation, part by part, at last came out the four acts of the gladness, and the one long, and as yet uncatastrophied fifth act of the grief of his life's drama. He was an old man, who, at the age of nearly sixty, had postponedly encountered that thing in sorrow's technicals called ruin. He had been an artisan of famed excellence, and with plenty to do; owned a house and garden; embraced a youthful, daughter-like, loving wife, and three blithe, ruddy children; every Sunday went to a cheerful-looking church, planted in a grove. But one night, under cover of darkness, and further concealed in a most cunning disguisement, a desperate burglar slid into his happy home, and robbed them all of everything. And darker yet to tell, the blacksmith himself did ignorantly conduct this burglar into his family's heart. It was the Bottle Conjuror! Upon the opening of that fatal cork, forth flew the fiend, and shrivelled up his home. Now, for prudent, most wise, and economic reasons, the blacksmith's shop was in the basement of his dwelling, but with a separate entrance to it; so that always had the young and loving healthy wife listened with no unhappy nervousness, but with vigorous pleasure, to the stout ringing of her young-armed old husband's hammer; whose reverberations, muffled by passing through the floors and walls, came up to her, not unsweetly, in her nursery; and so, to stout Labor's iron lullaby, the blacksmith's infants were rocked to slumber. Oh, woe on woe! Oh, Death, why canst thou not sometimes be timely? Hadst thou taken this old blacksmith to thyself ere his full ruin came upon him, then had the young widow had a delicious grief, and her orphans a truly venerable, legendary sire to dream of in their after years; and all of them a care-killing competency."
